Deterministic_CK	Deterministic_TR	Stochastic_CK	Stochastic_TR	HeS_CK	HeS_TR	HoS_CK	HoS_TR	DL_CK	DL_TR	DR_CK	DR_TR	HD_CK	HD_TR
0.308303722	0.257447929	0.691696279	0.742552072	0.004467718	0.0024001	0.303836004	0.255047829	0.135683561	0.365629048	0.440309208	0.338251287	0.11570351	0.038671737
0.296479854	0.312664076	0.703520147	0.687335924	0.005070341	0.055697553	0.291409513	0.256966523	0.379098006	0.441933518	0.280129391	0.206626769	0.04429275	0.038775637
0.199545198	0.147685059	0.800454802	0.852314941	0.010070221	0.000533937	0.189474977	0.147151122	0.328700722	0.334986083	0.471579436	0.517133293	0.000174644	0.000195565
0.109335066	0.054548408	0.890664934	0.945451592	0.000860949	0.005533896	0.108474117	0.049014512	0.010493827	0.018464371	0.846599524	0.875855534	0.033571583	0.051131687
0.102864414	0.074604721	0.897135586	0.925395278	0.011046134	0.02191358	0.09181828	0.052691141	0.463645224	0.085872861	0.426001733	0.825963829	0.007488629	0.013558588
0.321741963	0.168715911	0.678258037	0.831284089	0	0.016005128	0.321741963	0.152710783	0.006620637	0.204724823	0.406528159	0.593808128	0.265109241	0.032751138
0.321741963	0.228900659	0.678258037	0.771099341	0	0.019614952	0.321741963	0.209285707	0.006620637	0.131230493	0.406528159	0.575322887	0.265109241	0.064545961
0.335524449	0.234628036	0.664475551	0.765371964	0	0	0.335524449	0.234628036	0.181132234	0.248226615	0.396455332	0.448316992	0.086887985	0.068828357
0.335524449	0.172520151	0.664475551	0.827479849	0	0.032924535	0.335524449	0.139595616	0.181132234	0.253376	0.396455332	0.438601469	0.086887985	0.13550238
0.251699822	0.30772828	0.748300178	0.692271719	0	0.023771241	0.251699822	0.283957039	0.084034806	0.232153178	0.433152579	0.442300619	0.231112793	0.017817922
0.251699822	0.273794887	0.748300178	0.726205114	0	0.037737634	0.251699822	0.236057253	0.084034806	0.380602583	0.433152579	0.300040985	0.231112793	0.045561546
