Deterministic_CK	Deterministic_TR	Stochastic_CK	Stochastic_TR	HeS_CK	HeS_TR	HoS_CK	HoS_TR	DL_CK	DL_TR	DR_CK	DR_TR	HD_CK	HD_TR
0.28538755	0.298724434	0.714612449	0.701275567	0.027662052	0.037335286	0.257725498	0.261389148	0.370368029	0.306783797	0.223349527	0.235972093	0.120894893	0.158519677
0.28538755	0.395020853	0.714612449	0.604979147	0.027662052	0.034366358	0.257725498	0.360654495	0.370368029	0.280325214	0.223349527	0.261566525	0.120894893	0.063087408
0.368292737	0.382289587	0.631707263	0.617710413	0.044451839	0.04330272	0.323840898	0.338986867	0.221437286	0.2670449	0.307910733	0.229230445	0.102359244	0.121435068
0.368292737	0.390094207	0.631707263	0.609905793	0.044451839	0.050461607	0.323840898	0.3396326	0.221437286	0.244293225	0.307910733	0.213327917	0.102359244	0.152284651
0.458774791	0.286061937	0.54122521	0.713938063	0.047090599	0.027493456	0.411684192	0.258568481	0.26761946	0.336802875	0.218615511	0.270930387	0.054990239	0.106204801
0.458774791	0.364023656	0.54122521	0.635976344	0.047090599	0.035311479	0.411684192	0.328712177	0.26761946	0.326347294	0.218615511	0.230570252	0.054990239	0.079058798
0.56451595	0.432457074	0.43548405	0.567542926	0.025804162	0.05846089	0.538711788	0.373996184	0.086715249	0.246667998	0.194643729	0.246756733	0.154125072	0.074118195
0.56451595	0.371258337	0.43548405	0.628741663	0.025804162	0.049725383	0.538711788	0.321532954	0.086715249	0.265698715	0.194643729	0.258706668	0.154125072	0.10433628
0.131062717	0.20365582	0.868937282	0.79634418	0.006315972	0.027365481	0.124746745	0.176290339	0.636085832	0.450714709	0.23285145	0.34150464	0	0.004124831
0.14650461	0.086434009	0.85349539	0.913565991	0.011965663	0.014480553	0.134538947	0.071953456	0.326584534	0.365149759	0.526639432	0.53885505	0.000271424	0.009561182
0.268502933	0.168606141	0.731497066	0.831393859	0	0.03130866	0.268502933	0.137297481	0.289670913	0.360846165	0.390239594	0.347387597	0.051586559	0.123160097
