Deterministic_CK	Deterministic_TR	Stochastic_CK	Stochastic_TR	HeS_CK	HeS_TR	HoS_CK	HoS_TR	DL_CK	DL_TR	DR_CK	DR_TR	HD_CK	HD_TR
0.115645857	0.077819164	0.884354143	0.922180836	0.001946673	0.022844614	0.113699184	0.05497455	0.173877503	0.141121149	0.71047664	0.771379694	0	0.009679993
0.470523397	0.40432682	0.529476604	0.595673181	0.023976864	0.000211233	0.446546533	0.404115587	0.192928688	0.442694411	0.313823087	0.140404646	0.022724829	0.012574124
0.565985344	0.429398255	0.434014656	0.570601745	0	0.010922666	0.565985344	0.418475589	0.084139859	0.360943405	0.344183028	0.202253664	0.005691769	0.007404676
0.437624819	0.454431284	0.56237518	0.545568715	0	0	0.437624819	0.454431284	0.200917135	0.376904937	0.335149937	0.157487633	0.026308108	0.011176145
0.336261092	0.249009788	0.663738909	0.750990212	0.000542273	0.001910675	0.335718819	0.247099113	0.396353881	0.40430445	0.265820527	0.345319361	0.001564501	0.001366401
0.536048934	0.63356846	0.463951066	0.366431539	0.492952008	0.533552164	0.043096926	0.100016296	0.115450874	0	0.343442632	0.352870994	0.00505756	0.013560545
0.550406816	0.595831733	0.449593184	0.404168267	0.523541805	0.526835912	0.026865011	0.068995821	0.085163716	0	0.337744876	0.384834305	0.026684592	0.019333962
0.362423192	0.160575074	0.637576808	0.839424925	0	0.012843647	0.362423192	0.147731427	0.10207692	0.628448266	0.509960018	0.193497977	0.02553987	0.017478682
0.268867423	0.118606187	0.731132577	0.881393813	0.000395098	0	0.268472325	0.118606187	0.423604477	0.598338228	0.288799255	0.256701931	0.018728845	0.026353654
0.37704773	0.145956433	0.62295227	0.854043567	0.008261685	0.024820437	0.368786045	0.121135996	0.389779335	0.601510809	0.189747491	0.242696576	0.043425444	0.009836182
0.087110356	0.151664721	0.912889644	0.848335279	0.003107714	0.010820979	0.084002642	0.140843742	0.545465803	0.626065881	0.358383753	0.198964488	0.009040088	0.02330491
0.099653257	0.162892592	0.900346743	0.837107408	0.00066636	0	0.098986897	0.162892592	0.457600632	0.541455849	0.427349067	0.292726651	0.015397044	0.002924908
