StudyID,Publication,Pubyear,Latitude,Longitude,MAPmean,MATmean,Rotation_cycles,SpeciesRichness,Duration,Longitude_Sub,MAPmean2_Sub,MATmean_Sub,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,Plant_stage,Rotation_cycles2,SpeciesRichness2,Duration2,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,Primer,Variable,Xc,Sc,Xe,Se,Nc,Ne,RR,ViCK,ViTR,Vi,pHCK,pHTR,RRpH,SOCCK,SOCTR,RRSOC,TCCK,TCTR,RRTOC,TNCK,TNTR,RRTN,NO3CK,NO3TR,RRNO3,NH4CK,NH4TR,RRNH4,APCK,APTR,RRAP,AKCK,AKTR,RRAK,ANCK,ANTR,RRAN,YieldCK,YieldTR,RRYield
106,"Town et al., 2022",2022,50.283333,-107.8,379.9999924,3.866666794,7.5,3,30,LongitudeXy0,MAPXy600,MATXy8,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Reproductive stage,D5-10,R3,D20-40,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,V3-V4,Nitrogen_mineralization,9587.05,17.79046655,8742.02,874.202,3,3,-0.092271945,1.15E-06,0.003333333,0.003334481,NA,NA,NA,1.8662,1.6338,-0.132995688,NA,NA,NA,0.164315,0.145073,-0.124548253,18.9873,10.6329,-0.579817367,2.50633,2.88608,0.141079648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Town et al., 2022",2022,50.283333,-107.8,379.9999924,3.866666794,7.5,3,30,LongitudeXy0,MAPXy600,MATXy8,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Harvest,D5-10,R3,D20-40,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,V3-V4,Nitrogen_mineralization,10364.78667,213.1035714,10050.78667,396.6006114,3,3,-0.030763257,0.000140909,0.000519022,0.000659931,NA,NA,NA,1.9507,1.80282,-0.078836177,NA,NA,NA,0.174118,0.162444,-0.069399903,12.1519,14.8101,0.197823844,2.83544,2.68354,-0.05506031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Town et al., 2022",2022,50.283333,-107.8,379.9999924,3.866666794,7.5,3,30,LongitudeXy0,MAPXy600,MATXy8,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Harvest,D5-10,R3,D20-40,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,V3-V4,Nitrogen_mineralization,10364.78667,213.1035714,10051.23,294.1893071,3,3,-0.030719149,0.000140909,0.000285558,0.000426467,NA,NA,NA,1.9507,1.85563,-0.049964021,NA,NA,NA,0.174118,0.163015,-0.065891009,12.1519,18.2278,0.405462365,2.83544,2.35443,-0.185898468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D3-5,R3,D11-20,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,V3-V4,Nitrogen_mineralization,11256.3275,918.8979081,10419.6825,400.1743532,4,4,-0.077233849,0.001666023,0.000368748,0.002034771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R3,D11-20,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,V3-V4,Nitrogen_mineralization,11108.36,737.390971,10727.3375,1214.085757,4,4,-0.034902588,0.00110163,0.003202247,0.004303877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D3-5,R3,D11-20,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,V3-V4,Nitrogen_mineralization,8613.0625,191.961167,8779.77,123.6520217,4,4,0.019170265,0.00012418,4.96E-05,0.000173768,NA,NA,NA,2.05155,2.04124,-0.005038139,NA,NA,NA,0.199866,0.205235,0.026508522,21.375,30.75,0.363667979,3.83032,3.33926,-0.137199125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R3,D11-20,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,V3-V4,Nitrogen_mineralization,8823.875,322.5259378,8919.695,150.188159,4,4,0.010800637,0.000334003,7.09E-05,0.000404881,NA,NA,NA,1.94845,2.15464,0.100589472,NA,NA,NA,0.205235,0.195839,-0.046862771,6.75,11.25,0.510825624,3.9123,3.56938,-0.091733525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D3-5,R3,D11-20,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,V3-V4,Nitrogen_mineralization,8928.2,105.7154618,8848.9475,200.6671444,4,4,-0.008916281,3.51E-05,0.000128561,0.000163611,NA,NA,NA,2.07216,2.02062,-0.025187146,NA,NA,NA,0.22,0.205906,-0.066207792,6.75,10.875,0.476924072,3.59881,3.45363,-0.041177383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Wang et al., 2020",2020,48.8,118.36667,286.9999924,-0.333333254,1,2,2,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Reproductive stage,D1,R2,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Unknow,V3-V4,Nitrogen_mineralization,14117.145,707.4473667,13732.175,323.5494178,4,4,-0.027648397,0.000627819,0.000138785,0.000766604,NA,NA,NA,8.416473318,8.532482599,0.013689468,NA,NA,NA,0.131,0.151,0.142082514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Wang et al., 2020",2020,48.8,118.36667,286.9999924,-0.333333254,1.5,2,3,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Reproductive stage,D1-3,R2,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Unknow,V3-V4,Nitrogen_mineralization,13848.60667,443.5671614,13864.05333,312.2909945,3,3,0.001114773,0.000341968,0.000169129,0.000511097,NA,NA,NA,8.358468677,8.532482599,0.020605125,NA,NA,NA,0.121,0.141,0.152969345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Wang et al., 2020",2020,48.8,118.36667,286.9999924,-0.333333254,1,2,2,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Harvest,D1,R2,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Unknow,V3-V4,Nitrogen_mineralization,12354.89667,112.6316893,12420.72333,128.5188135,3,3,0.005313838,2.77E-05,3.57E-05,6.34E-05,NA,NA,NA,8.184454756,8.532482599,0.041643769,NA,NA,NA,0.131,0.141,0.073562567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
