BetaID,GroupCK,MeanCK,SDCK,GroupTR,MeanTR,SDTR,StudyID,Publication,Pubyear,Latitude,Longitude,MAPmean,MATmean,Rotation_cycles,SpeciesRichness,Duration,Longitude_Sub,MAPmean2_Sub,MATmean_Sub,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,Plant_stage,Rotation_cycles2,SpeciesRichness2,Duration2,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,Primer,Variable,GroupCK,Xc,Sc,GroupTR,Xe,Se,Nc,Ne,RR,ViCK,ViTR,Vi,pHCK,pHTR,RRpH,SOCCK,SOCTR,RRSOC,TCCK,TCTR,RRTOC,TNCK,TNTR,RRTN,NO3CK,NO3TR,RRNO3,NH4CK,NH4TR,RRNH4,APCK,APTR,RRAP,AKCK,AKTR,RRAK,ANCK,ANTR,RRAN,YieldCK,YieldTR,RRYield
Fungi_Z11G,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11GTR,765,282.4263916,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11GTR,765,282.4263916,4,4,0.621891077,0.019467059,0.034074359,0.053541418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11H,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11HTR,947.25,865.1301925,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11HTR,947.25,865.1301925,4,4,0.835578293,0.019467059,0.208532485,0.227999544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11I,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11ITR,608.25,253.8600336,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11ITR,608.25,253.8600336,4,4,0.392601225,0.019467059,0.043547622,0.063014681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11J,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11JTR,503.75,227.5981473,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11JTR,503.75,227.5981473,4,4,0.204095356,0.019467059,0.051032558,0.070499617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11K,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11KTR,529.75,36.17895337,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11KTR,529.75,36.17895337,4,4,0.25442044,0.019467059,0.001166031,0.02063309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11L,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11LTR,623.75,171.7874171,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,17,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D10,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11GHIJKLCK,410.75,114.6192974,Fungi_Z11LTR,623.75,171.7874171,4,4,0.41776489,0.019467059,0.018962762,0.038429821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11M,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11MTR,501,98.22932352,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11MTR,501,98.22932352,4,4,-0.809598658,0.047772513,0.009610519,0.057383032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11N,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11NTR,472,235.860128,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11NTR,472,235.860128,4,4,-0.869225774,0.047772513,0.062425937,0.11019845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11O,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11OTR,457.75,173.0633314,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11OTR,457.75,173.0633314,4,4,-0.899881576,0.047772513,0.03573497,0.083507483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11P,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11PTR,864.5,621.3691871,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11PTR,864.5,621.3691871,4,4,-0.264053454,0.047772513,0.12915447,0.176926982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11Q,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11QTR,1022.25,159.2301793,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11QTR,1022.25,159.2301793,4,4,-0.0964434,0.047772513,0.006065639,0.053838151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11R,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11RTR,983.75,926.5705136,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,17.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D10,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11MNOPQRCK,1125.75,492.1086432,Fungi_Z11RTR,983.75,926.5705136,4,4,-0.134832959,0.047772513,0.221782599,0.269555112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11S,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11STR,736,293.0983908,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11STR,736,293.0983908,4,4,0.074003463,0.045996418,0.039647084,0.085643502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11T,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11TTR,817.5,202.1921528,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11TTR,817.5,202.1921528,4,4,0.179024247,0.045996418,0.015293014,0.061289432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11U,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11UTR,598.75,395.1247693,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11UTR,598.75,395.1247693,4,4,-0.132382507,0.045996418,0.108872317,0.154868735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11V,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11VTR,600.75,252.7322364,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11VTR,600.75,252.7322364,4,4,-0.129047782,0.045996418,0.044245971,0.090242389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11W,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11WTR,775.25,380.0634815,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11WTR,775.25,380.0634815,4,4,0.125958902,0.045996418,0.06008537,0.106081788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11X,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11XTR,591.5,334.8367762,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,17.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Vegetative stage,D10,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11STUVWXCK,683.5,293.1774207,Fungi_Z11XTR,591.5,334.8367762,4,4,-0.144564973,0.045996418,0.08011186,0.126108278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11Y,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11YTR,736.7272727,133.0609566,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11YTR,736.7272727,133.0609566,4,11,-0.240998985,0.020727372,0.002965481,0.023692853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZA,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11ZATR,726.5,101.3393639,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11ZATR,726.5,101.3393639,4,4,-0.254978275,0.020727372,0.004864353,0.025591725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZB,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11ZBTR,983.5,341.8718083,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11ZBTR,983.5,341.8718083,4,4,0.04790088,0.020727372,0.030207714,0.050935086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZC,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11ZCTR,753.75,225.6344758,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11ZCTR,753.75,225.6344758,4,4,-0.21815601,0.020727372,0.022402489,0.043129861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZD,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11ZDTR,670.5,166.5102599,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,17,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D10,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11YZZAZBZCZDCK,937.5,269.9438213,Fungi_Z11ZDTR,670.5,166.5102599,4,4,-0.335193055,0.020727372,0.015417872,0.036145244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZE,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZETR,969.5555556,335.8284946,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZETR,969.5555556,335.8284946,4,9,0.087021795,0.057199101,0.013330523,0.070529624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZF,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZFTR,938.25,457.220862,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZFTR,938.25,457.220862,4,4,0.054200457,0.057199101,0.059368344,0.116567445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZG,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZGTR,888,142.6230463,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZGTR,888,142.6230463,4,4,-0.000844238,0.057199101,0.006449017,0.063648117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZH,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZHTR,1769.5,2113.714188,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZHTR,1769.5,2113.714188,4,4,0.688636319,0.057199101,0.356723237,0.413922338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZI,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZITR,1001.75,51.98317035,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.4,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZITR,1001.75,51.98317035,4,4,0.119687768,0.057199101,0.000673204,0.057872305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZJ,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZJTR,796,151.0077261,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,17,2,34,LongitudeXy0,MAP600Dao1200,MATXy8,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Reproductive stage,D10,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZEZFZGZHZIZJCK,888.75,425.1128282,Fungi_Z11ZJTR,796,151.0077261,4,4,-0.110216795,0.057199101,0.0089973,0.066196401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZK,Fungi_Z11ZKZLZMZNZOZPCK,1246.857143,456.0677686,Fungi_Z11ZKTR,567.2857143,150.2849674,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZKZLZMZNZOZPCK,1246.857143,456.0677686,Fungi_Z11ZKTR,567.2857143,150.2849674,7,7,-0.787518296,0.019112933,0.010026038,0.029138971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZL,Fungi_Z11ZKZLZMZNZOZPCK,1246.857143,456.0677686,Fungi_Z11ZLTR,864.75,610.6206542,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZKZLZMZNZOZPCK,1246.857143,456.0677686,Fungi_Z11ZLTR,864.75,610.6206542,7,4,-0.365940931,0.019112933,0.124652745,0.143765678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZM,Fungi_Z11ZKZLZMZNZOZPCK,1246.857143,456.0677686,Fungi_Z11ZMTR,838.75,333.8825891,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZKZLZMZNZOZPCK,1246.857143,456.0677686,Fungi_Z11ZMTR,838.75,333.8825891,7,4,-0.39646869,0.019112933,0.039615258,0.05872819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_Z11ZN,Fungi_Z11ZKZLZMZNZOZPCK,1246.857143,456.0677686,Fungi_Z11ZNTR,719.5714286,721.9997362,Z11,"Strom et al., 2020",2020,44.0667,-93.55,756,6.875,3.5,2,35,LongitudeXy0,MAP600Dao1200,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R2,D20-40,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_Z11ZKZLZMZNZOZPCK,1246.857143,456.0677686,Fungi_Z11ZNTR,719.5714286,721.9997362,7,7,-0.549725582,0.019112933,0.143822958,0.16293589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
