BetaID,GroupCK,MeanCK,SDCK,GroupTR,MeanTR,SDTR,StudyID,Publication,Pubyear,Latitude,Longitude,MAPmean,MATmean,Rotation_cycles,SpeciesRichness,Duration,Longitude_Sub,MAPmean2_Sub,MATmean_Sub,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,Plant_stage,Rotation_cycles2,SpeciesRichness2,Duration2,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,Primer,Variable,GroupCK,Xc,Sc,GroupTR,Xe,Se,Nc,Ne,RR,ViCK,ViTR,Vi,pHCK,pHTR,RRpH,SOCCK,SOCTR,RRSOC,TCCK,TCTR,RRTOC,TNCK,TNTR,RRTN,NO3CK,NO3TR,RRNO3,NH4CK,NH4TR,RRNH4,APCK,APTR,RRAP,AKCK,AKTR,RRAK,ANCK,ANTR,RRAN,YieldCK,YieldTR,RRYield
Fungi_106G,Fungi_106GHCK,883,559.3594551,Fungi_106GTR,3175.5,823.7794001,106,"Town et al., 2022",2022,50.283333,-107.8,379.9999924,3.866666794,7.5,3,30,LongitudeXy0,MAPXy600,MATXy8,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Reproductive stage,D5-10,R3,D20-40,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_106GHCK,883,559.3594551,Fungi_106GTR,3175.5,823.7794001,3,3,1.279895179,0.133764018,0.022432432,0.15619645,NA,NA,NA,1.8662,1.6338,-0.132995688,NA,NA,NA,0.164315,0.165578,0.007657066,18.9873,18.6076,-0.020200235,2.50633,2.27848,-0.095310978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_106H,Fungi_106GHCK,883,559.3594551,Fungi_106HTR,1624,1728.186043,106,"Town et al., 2022",2022,50.283333,-107.8,379.9999924,3.866666794,7.5,3,30,LongitudeXy0,MAPXy600,MATXy8,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Reproductive stage,D5-10,R3,D20-40,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_106GHCK,883,559.3594551,Fungi_106HTR,1624,1728.186043,3,3,0.60932232,0.133764018,0.377474555,0.511238573,NA,NA,NA,1.8662,1.6338,-0.132995688,NA,NA,NA,0.164315,0.145073,-0.124548253,18.9873,10.6329,-0.579817367,2.50633,2.88608,0.141079648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_106I,Fungi_106IJCK,982.3333333,722.1664166,Fungi_106ITR,1298.666667,740.6350878,106,"Town et al., 2022",2022,50.283333,-107.8,379.9999924,3.866666794,7.5,3,30,LongitudeXy0,MAPXy600,MATXy8,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Harvest,D5-10,R3,D20-40,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_106IJCK,982.3333333,722.1664166,Fungi_106ITR,1298.666667,740.6350878,3,3,0.279162682,0.180150536,0.108415637,0.288566173,NA,NA,NA,1.9507,1.80282,-0.078836177,NA,NA,NA,0.174118,0.162444,-0.069399903,12.1519,14.8101,0.197823844,2.83544,2.68354,-0.05506031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_106J,Fungi_106IJCK,982.3333333,722.1664166,Fungi_106JTR,1654,1277.404008,106,"Town et al., 2022",2022,50.283333,-107.8,379.9999924,3.866666794,7.5,3,30,LongitudeXy0,MAPXy600,MATXy8,Non-legume to Legume,AM to nonAM,C3 to C3,Annual to Annual,Harvest,D5-10,R3,D20-40,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_106IJCK,982.3333333,722.1664166,Fungi_106JTR,1654,1277.404008,3,3,0.521021182,0.180150536,0.198821929,0.378972466,NA,NA,NA,1.9507,1.85563,-0.049964021,NA,NA,NA,0.174118,0.163015,-0.065891009,12.1519,18.2278,0.405462365,2.83544,2.35443,-0.185898468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_106U,Fungi_106UCK,2959,831.333467,Fungi_106UTR,2989,1402.379169,106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D3-5,R3,D11-20,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_106UCK,2959,831.333467,Fungi_106UTR,2989,1402.379169,4,4,0.01008751,0.01973334,0.05503248,0.07476582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_106V,Fungi_106VCK,3259.25,3151.756164,Fungi_106VTR,3045,2911.377681,106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R3,D11-20,Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_106VCK,3259.25,3151.756164,Fungi_106VTR,3045,2911.377681,4,4,-0.067996206,0.233781361,0.228540152,0.462321512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_106W,Fungi_106WCK,1386.5,985.8683144,Fungi_106WTR,1256.5,568.6806368,106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D3-5,R3,D11-20,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_106WCK,1386.5,985.8683144,Fungi_106WTR,1256.5,568.6806368,4,4,-0.098452508,0.126397382,0.051209661,0.177607043,NA,NA,NA,2.05155,2.04124,-0.005038139,NA,NA,NA,0.199866,0.205235,0.026508522,21.375,30.75,0.363667979,3.83032,3.33926,-0.137199125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_106X,Fungi_106XCK,1087,870.8696803,Fungi_106XTR,1153.5,456.1860001,106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D3-5,R3,D11-20,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_106XCK,1087,870.8696803,Fungi_106XTR,1153.5,456.1860001,4,4,0.05937919,0.160467565,0.039101077,0.199568642,NA,NA,NA,1.94845,2.15464,0.100589472,NA,NA,NA,0.205235,0.195839,-0.046862771,6.75,11.25,0.510825624,3.9123,3.56938,-0.091733525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_106Y,Fungi_106YCK,2171.5,1422.909344,Fungi_106YTR,1335.5,771.7212364,106,"Town et al., 2022",2022,42.216667,-82.733333,894,9.191666603,5,3,15,LongitudeXy0,MAP600Dao1200,MAT8Dao15,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D3-5,R3,D11-20,Non_Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_106YCK,2171.5,1422.909344,Fungi_106YTR,1335.5,771.7212364,4,4,-0.486112419,0.107343266,0.08347821,0.190821476,NA,NA,NA,2.07216,2.02062,-0.025187146,NA,NA,NA,0.22,0.205906,-0.066207792,6.75,10.875,0.476924072,3.59881,3.45363,-0.041177383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_112D,Fungi_112DCK,1209,1203.495742,Fungi_112DTR,894,NA,112,"Wang et al., 2021 (a)",2021,44.2,125.55,578.0000153,4.724999905,7,2,14,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D5-10,R2,D11-20,Non_Rhizosphere,Fine,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_112DCK,1209,1203.495742,Fungi_112DTR,894,89.4,3,3,-0.301843075,0.330305085,0.003333333,0.333638418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_112F,Fungi_112FCK,2784,NA,Fungi_112FTR,1798,NA,112,"Wang et al., 2021 (a)",2021,44.2,125.55,578.0000153,4.724999905,7,2,14,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Maturity stage,D5-10,R2,D11-20,Non_Rhizosphere,Fine,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_112FCK,2784,278.4,Fungi_112FTR,1798,179.8,3,3,-0.437213806,0.003333333,0.003333333,0.006666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_112H,Fungi_112HCK,1275,NA,Fungi_112HTR,880,NA,112,"Wang et al., 2021 (a)",2021,44.2,125.55,578.0000153,4.724999905,7,2,14,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Harvest,D5-10,R2,D11-20,Non_Rhizosphere,Fine,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_112HCK,1275,127.5,Fungi_112HTR,880,88,3,3,-0.37077955,0.003333333,0.003333333,0.006666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_112I,Fungi_112ICK,3253,NA,Fungi_112ITR,1866.5,745.9976542,112,"Wang et al., 2021 (a)",2021,44.2,125.55,578.0000153,4.724999905,7,2,14,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D5-10,R2,D11-20,Non_Rhizosphere,Fine,Tillage,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_112ICK,3253,325.3,Fungi_112ITR,1866.5,745.9976542,3,3,-0.555512628,0.003333333,0.053247311,0.056580644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_112J,Fungi_112JCK,5013,971.5647174,Fungi_112JTR,2017,1592.404471,112,"Wang et al., 2021 (a)",2021,44.2,125.55,578.0000153,4.724999905,7,2,14,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Vegetative stage,D5-10,R2,D11-20,Non_Rhizosphere,Fine,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_112JCK,5013,971.5647174,Fungi_112JTR,2017,1592.404471,3,3,-0.910423279,0.012520648,0.20776564,0.220286288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_112L,Fungi_112LCK,2492,2118.491916,Fungi_112LTR,2090.5,666.8016947,112,"Wang et al., 2021 (a)",2021,44.2,125.55,578.0000153,4.724999905,7,2,14,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Maturity stage,D5-10,R2,D11-20,Non_Rhizosphere,Fine,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_112LCK,2492,2118.491916,Fungi_112LTR,2090.5,666.8016947,3,3,-0.175682329,0.240899718,0.033913436,0.274813154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_113B,Fungi_113BDGHCK,1232.333333,88.59646344,Fungi_113BTR,1089,121.7908043,113,"Wang et al., 2023 (b)",2023,38.06667,113.48333,434.0000153,9.041666985,1,3,3,LongitudeDa0,MAPXy600,MAT8Dao15,Legume to Non-legume,AM to nonAM,C3 to C4,Annual to Annual,Harvest,D1,R3,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_113BDGHCK,1232.333333,88.59646344,Fungi_113BTR,1089,121.7908043,3,3,-0.123649547,0.00172288,0.004169193,0.005892073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,10.96,-0.023445619,181.3,130.62,-0.327860773,120.75,98.88,-0.199815299,NA,NA,NA
Fungi_113D,Fungi_113BDGHCK,1232.333333,88.59646344,Fungi_113DTR,1104,89.11228871,113,"Wang et al., 2023 (b)",2023,38.06667,113.48333,434.0000153,9.041666985,1.5,2,3,LongitudeDa0,MAPXy600,MAT8Dao15,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Harvest,D1-3,R2,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_113BDGHCK,1232.333333,88.59646344,Fungi_113DTR,1104,89.11228871,3,3,-0.109969443,0.00172288,0.00217178,0.00389466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,14.91,0.284334229,181.3,213.22,0.162171379,120.75,130.08,0.074427353,NA,NA,NA
Fungi_113G,Fungi_113BDGHCK,1232.333333,88.59646344,Fungi_113GTR,1093.333333,87.52333022,113,"Wang et al., 2023 (b)",2023,38.06667,113.48333,434.0000153,9.041666985,1.5,2,3,LongitudeDa0,MAPXy600,MAT8Dao15,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Harvest,D1-3,R2,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_113BDGHCK,1232.333333,88.59646344,Fungi_113GTR,1093.333333,87.52333022,3,3,-0.119678258,0.00172288,0.002136098,0.003858979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,15.06,0.294344322,181.3,181.67,0.002038737,120.75,106.75,-0.12323264,NA,NA,NA
Fungi_113H,Fungi_113BDGHCK,1232.333333,88.59646344,Fungi_113HTR,1195,317.2743292,113,"Wang et al., 2023 (b)",2023,38.06667,113.48333,434.0000153,9.041666985,1,3,3,LongitudeDa0,MAPXy600,MAT8Dao15,Legume to Non-legume,AM to nonAM,C3 to C4,Annual to Annual,Harvest,D1,R3,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_113BDGHCK,1232.333333,88.59646344,Fungi_113HTR,1195,317.2743292,3,3,-0.030763206,0.00172288,0.023497021,0.025219901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,11.5,0.024649135,181.3,182.22,0.005061631,120.75,106.75,-0.12323264,NA,NA,NA
Fungi_113A,Fungi_113ACEFCK,666.3333333,205.003252,Fungi_113ATR,1202,209.8165866,113,"Wang et al., 2023 (b)",2023,38.06667,113.48333,434.0000153,9.041666985,1.5,2,3,LongitudeDa0,MAPXy600,MAT8Dao15,Non-legume to Non-legume,nonAM to AM,C3 to C4,Annual to Annual,Harvest,D1-3,R2,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_113ACEFCK,666.3333333,205.003252,Fungi_113ATR,1202,209.8165866,3,3,0.589952069,0.031551293,0.010156626,0.041707919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,13.4,0.215708573,129.66,166.01,0.247132388,100.63,101.38,0.007425409,NA,NA,NA
Fungi_113C,Fungi_113ACEFCK,666.3333333,205.003252,Fungi_113CTR,1011.666667,272.3826965,113,"Wang et al., 2023 (b)",2023,38.06667,113.48333,434.0000153,9.041666985,1,3,3,LongitudeDa0,MAPXy600,MAT8Dao15,Non-legume to Legume,nonAM to AM,C3 to C4,Annual to Annual,Harvest,D1,R3,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_113ACEFCK,666.3333333,205.003252,Fungi_113CTR,1011.666667,272.3826965,3,3,0.417564369,0.031551293,0.02416367,0.055714963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,12.42,0.139761942,129.66,133.36,0.028136599,100.63,111.42,0.101856421,NA,NA,NA
Fungi_113E,Fungi_113ACEFCK,666.3333333,205.003252,Fungi_113ETR,942.3333333,590.1121362,113,"Wang et al., 2023 (b)",2023,38.06667,113.48333,434.0000153,9.041666985,1.5,2,3,LongitudeDa0,MAPXy600,MAT8Dao15,Non-legume to Non-legume,nonAM to AM,C3 to C4,Annual to Annual,Harvest,D1-3,R2,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_113ACEFCK,666.3333333,205.003252,Fungi_113ETR,942.3333333,590.1121362,3,3,0.346569023,0.031551293,0.130719004,0.162270298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,13.49,0.222402536,129.66,183.6,0.347843838,100.63,112.58,0.112213656,NA,NA,NA
Fungi_113F,Fungi_113ACEFCK,666.3333333,205.003252,Fungi_113FTR,1393.333333,454.6716764,113,"Wang et al., 2023 (b)",2023,38.06667,113.48333,434.0000153,9.041666985,1,3,3,LongitudeDa0,MAPXy600,MAT8Dao15,Non-legume to Legume,nonAM to AM,C3 to C4,Annual to Annual,Harvest,D1,R3,D1-5,Non_Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,ITS1,Plant_Pathogen,Fungi_113ACEFCK,666.3333333,205.003252,Fungi_113FTR,1393.333333,454.6716764,3,3,0.737664191,0.031551293,0.03549478,0.067046074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,17.74,0.496275843,129.66,172.29,0.284263464,100.63,104.13,0.034189695,NA,NA,NA
Fungi_114A,Fungi_114ABCK,262.6666667,38.13572254,Fungi_114ATR,85,17.52141547,114,"Wang et al., 2022 (c)",2022,41.23333,111.5,274.0000076,2.833333492,4,2,12,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Harvest,D3-5,R2,D11-20,Non_Rhizosphere,Coarse,Unknow,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_114ABCK,262.6666667,38.13572254,Fungi_114ATR,85,17.52141547,3,3,-1.128234545,0.007026399,0.014163783,0.021190182,8.19,8.07,-0.014760416,1.01744186,1.360465116,0.290535141,NA,NA,NA,NA,NA,NA,5.71,7.47,0.268675975,5.71,5.47,-0.042940407,23.4,35.4,0.413975798,87.4,335.9,1.346318214,NA,NA,NA,21.13,22.82,0.076943513
Fungi_114B,Fungi_114ABCK,262.6666667,38.13572254,Fungi_114BTR,329,82.8673639,114,"Wang et al., 2022 (c)",2022,41.23333,111.5,274.0000076,2.833333492,4,2,12,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Harvest,D3-5,R2,D11-20,Non_Rhizosphere,Coarse,Unknow,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_114ABCK,262.6666667,38.13572254,Fungi_114BTR,329,82.8673639,3,3,0.225171949,0.007026399,0.021147255,0.028173653,8.19,8.17,-0.002444989,1.01744186,0.941860465,-0.077189639,NA,NA,NA,NA,NA,NA,5.71,7.37,0.255198683,5.71,7.37,0.255198683,23.4,37.4,0.468934682,87.4,121.2,0.326946791,NA,NA,NA,21.13,30.29,0.360123793
Fungi_117A,Fungi_117ACK,239.6666667,127.6296726,Fungi_117ATR,200.6666667,38.73413654,117,"Wang et al., 2021 (b)",2021,38.96667,115.45,510,12.9416666,15,2,15,LongitudeDa0,MAPXy600,MAT8Dao15,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Reproductive stage,D10,R2,D11-20,Non_Rhizosphere,Unknow,Unknow,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_117ACK,239.6666667,127.6296726,Fungi_117ATR,200.6666667,38.73413654,3,3,-0.177603912,0.094529374,0.012419841,0.106949215,8.084210526,8.031578947,-0.006531702,0.939,1.036,0.098306944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.57,14.15,0.201299083,88.11,90.06,0.021890081,35.58,38.5,0.078874559,NA,NA,NA
Fungi_117B,Fungi_117BCK,136.6666667,53.92896562,Fungi_117BTR,155.3333333,53.42596123,117,"Wang et al., 2021 (b)",2021,38.96667,115.45,510,12.9416666,15,2,15,LongitudeDa0,MAPXy600,MAT8Dao15,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Reproductive stage,D10,R2,D11-20,Non_Rhizosphere,Unknow,Unknow,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_117BCK,136.6666667,53.92896562,Fungi_117BTR,155.3333333,53.42596123,3,3,0.128028474,0.051903629,0.039432482,0.09133611,8.147368421,8.168421053,0.002580647,0.922,0.963,0.043508188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14,14.83,0.200146371,69.7,107.13,0.429842733,32.08,41.42,0.255531073,NA,NA,NA
Fungi_120A,Fungi_120ABCCK,1387,142.786554,Fungi_120ATR,989,153.528499,120,"Wei et al., 2023",2023,49.91667,120.8,447.9999847,-3.975000143,3,2,6,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Reproductive stage,D1-3,R2,D6-10,Rhizosphere,Medium,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_120ABCCK,1387,142.786554,Fungi_120ATR,989,153.528499,3,3,-0.338204089,0.003532649,0.008032749,0.011565397,7.05,6.62,-0.062932247,2.688372093,3.333139535,0.214978823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,370,0.055569851,NA,NA,NA
Fungi_120B,Fungi_120ABCCK,1387,142.786554,Fungi_120BTR,2336,996.8164324,120,"Wei et al., 2023",2023,49.91667,120.8,447.9999847,-3.975000143,2,3,6,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Perennial,Reproductive stage,D1-3,R3,D6-10,Rhizosphere,Medium,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_120ABCCK,1387,142.786554,Fungi_120BTR,2336,996.8164324,3,3,0.521296924,0.003532649,0.060696472,0.06422912,7.05,6.68,-0.053909629,2.688372093,3.251744186,0.190255684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,370,0.055569851,NA,NA,NA
Fungi_120C,Fungi_120ABCCK,1387,142.786554,Fungi_120CTR,820,271.9338155,120,"Wei et al., 2023",2023,49.91667,120.8,447.9999847,-3.975000143,3,2,6,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Reproductive stage,D1-3,R2,D6-10,Rhizosphere,Medium,Tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_120ABCCK,1387,142.786554,Fungi_120CTR,820,271.9338155,3,3,-0.52559408,0.003532649,0.036658735,0.040191384,7.05,6.85,-0.028778965,2.688372093,3.198837209,0.173851531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,360,0.028170877,NA,NA,NA
Fungi_120D,Fungi_120DEFCK,2507,2028.104287,Fungi_120DTR,1025,248.4270517,120,"Wei et al., 2023",2023,49.91667,120.8,447.9999847,-3.975000143,3,2,6,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Reproductive stage,D1-3,R2,D6-10,Rhizosphere,Medium,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_120DEFCK,2507,2028.104287,Fungi_120DTR,1025,248.4270517,3,3,-0.894394207,0.218147703,0.019580726,0.237728428,8.09,7.52,-0.073062593,2.53372093,3.14127907,0.214941118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,350,0.028987537,NA,NA,NA
Fungi_120E,Fungi_120DEFCK,2507,2028.104287,Fungi_120ETR,2212.333333,1197.86908,120,"Wei et al., 2023",2023,49.91667,120.8,447.9999847,-3.975000143,2,3,6,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Perennial,Reproductive stage,D1-3,R3,D6-10,Rhizosphere,Medium,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_120DEFCK,2507,2028.104287,Fungi_120ETR,2212.333333,1197.86908,3,3,-0.125039054,0.218147703,0.097722896,0.315870599,8.09,6.69,-0.190014857,2.53372093,3.131976744,0.211975407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,360,0.057158414,NA,NA,NA
Fungi_120F,Fungi_120DEFCK,2507,2028.104287,Fungi_120FTR,1625,1255.641669,120,"Wei et al., 2023",2023,49.91667,120.8,447.9999847,-3.975000143,3,2,6,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Reproductive stage,D1-3,R2,D6-10,Rhizosphere,Medium,Tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_120DEFCK,2507,2028.104287,Fungi_120FTR,1625,1255.641669,3,3,-0.433579003,0.218147703,0.199023085,0.417170787,8.09,7.49,-0.077059934,2.53372093,3.105232558,0.203399665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,350,0.028987537,NA,NA,NA
Fungi_120M,Fungi_120MNOCK,784,19.07878403,Fungi_120MTR,457,291.1408594,120,"Wei et al., 2023",2023,49.91667,120.8,447.9999847,-3.975000143,3,2,6,LongitudeDa0,MAPXy600,MATXy8,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Reproductive stage,D1-3,R2,D6-10,Non_Rhizosphere,Medium,No_tillage,Retention,Fertilizer,ITS1,Plant_Pathogen,Fungi_120MNOCK,784,19.07878403,Fungi_120MTR,457,291.1408594,3,3,-0.539725629,0.0001974,0.13528594,0.135483341,7.05,6.62,-0.062932247,2.688372093,3.333139535,0.214978823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,370,0.055569851,NA,NA,NA
