SampleID	Group	StudyID	Group_Study
Bacteria_142ACK2	CK	Bacteria_142	Bacteria_142ACK
Bacteria_142ACK3	CK	Bacteria_142	Bacteria_142ACK
Bacteria_142ATR1	TR	Bacteria_142	Bacteria_142ATR
Bacteria_142ATR2	TR	Bacteria_142	Bacteria_142ATR
Bacteria_142ATR3	TR	Bacteria_142	Bacteria_142ATR
Bacteria_142BCK1	CK	Bacteria_142	Bacteria_142BCK
Bacteria_142BCK2	CK	Bacteria_142	Bacteria_142BCK
Bacteria_142BCK3	CK	Bacteria_142	Bacteria_142BCK
Bacteria_142BTR1	TR	Bacteria_142	Bacteria_142BTR
Bacteria_142BTR2	TR	Bacteria_142	Bacteria_142BTR
Bacteria_142BTR3	TR	Bacteria_142	Bacteria_142BTR
Bacteria_142CCK1	CK	Bacteria_142	Bacteria_142CCK
Bacteria_142CCK2	CK	Bacteria_142	Bacteria_142CCK
Bacteria_142CCK3	CK	Bacteria_142	Bacteria_142CCK
Bacteria_142CTR1	TR	Bacteria_142	Bacteria_142CTR
Bacteria_142CTR2	TR	Bacteria_142	Bacteria_142CTR
Bacteria_142CTR3	TR	Bacteria_142	Bacteria_142CTR
Bacteria_142DCK1	CK	Bacteria_142	Bacteria_142DCK
Bacteria_142DCK2	CK	Bacteria_142	Bacteria_142DCK
Bacteria_142DCK3	CK	Bacteria_142	Bacteria_142DCK
Bacteria_142DTR1	TR	Bacteria_142	Bacteria_142DTR
Bacteria_142DTR2	TR	Bacteria_142	Bacteria_142DTR
Bacteria_142DTR3	TR	Bacteria_142	Bacteria_142DTR
Bacteria_14ACK1	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK10	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK11	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK12	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK13	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK14	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK15	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK16	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK17	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK18	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK19	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK2	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK20	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK21	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK22	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK23	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK24	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK25	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK26	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK27	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK28	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK29	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK3	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK30	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK4	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK5	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK6	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK7	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK8	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ACK9	CK	Bacteria_14	Bacteria_14ACK
Bacteria_14ATR1	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR10	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR11	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR12	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR13	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR14	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR15	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR16	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR17	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR18	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR19	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR2	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR20	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR21	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR22	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR23	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR24	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR25	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR26	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR27	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR28	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR29	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR3	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR30	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR4	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR5	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR6	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR7	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR8	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14ATR9	TR	Bacteria_14	Bacteria_14ATR
Bacteria_14BCK1	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK10	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK11	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK12	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK13	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK14	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK15	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK16	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK17	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK18	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK19	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK2	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK20	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK21	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK22	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK23	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK24	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK25	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK26	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK27	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK28	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK29	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK3	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK30	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK4	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK5	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK6	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK7	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK8	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BCK9	CK	Bacteria_14	Bacteria_14BCK
Bacteria_14BTR1	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR10	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR11	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR12	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR13	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR14	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR15	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR16	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR17	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR18	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR19	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR2	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR20	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR21	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR22	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR23	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR24	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR25	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR26	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR27	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR28	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR29	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR3	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR30	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR4	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR5	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR6	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR7	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR8	TR	Bacteria_14	Bacteria_14BTR
Bacteria_14BTR9	TR	Bacteria_14	Bacteria_14BTR
Bacteria_15ACK1	CK	Bacteria_15	Bacteria_15ACK
Bacteria_15ACK2	CK	Bacteria_15	Bacteria_15ACK
Bacteria_15ACK3	CK	Bacteria_15	Bacteria_15ACK
Bacteria_15ACK4	CK	Bacteria_15	Bacteria_15ACK
Bacteria_15ACK5	CK	Bacteria_15	Bacteria_15ACK
Bacteria_15ACK6	CK	Bacteria_15	Bacteria_15ACK
Bacteria_15ACK7	CK	Bacteria_15	Bacteria_15ACK
Bacteria_15ACK8	CK	Bacteria_15	Bacteria_15ACK
Bacteria_15ACK9	CK	Bacteria_15	Bacteria_15ACK
Bacteria_15ATR1	TR	Bacteria_15	Bacteria_15ATR
Bacteria_15ATR2	TR	Bacteria_15	Bacteria_15ATR
Bacteria_15ATR3	TR	Bacteria_15	Bacteria_15ATR
Bacteria_15ATR4	TR	Bacteria_15	Bacteria_15ATR
Bacteria_15ATR5	TR	Bacteria_15	Bacteria_15ATR
Bacteria_15ATR6	TR	Bacteria_15	Bacteria_15ATR
Bacteria_15ATR7	TR	Bacteria_15	Bacteria_15ATR
Bacteria_15ATR8	TR	Bacteria_15	Bacteria_15ATR
Bacteria_15ATR9	TR	Bacteria_15	Bacteria_15ATR
Bacteria_15BCK1	CK	Bacteria_15	Bacteria_15BCK
Bacteria_15BCK2	CK	Bacteria_15	Bacteria_15BCK
Bacteria_15BCK3	CK	Bacteria_15	Bacteria_15BCK
Bacteria_15BCK4	CK	Bacteria_15	Bacteria_15BCK
Bacteria_15BCK5	CK	Bacteria_15	Bacteria_15BCK
Bacteria_15BCK6	CK	Bacteria_15	Bacteria_15BCK
Bacteria_15BCK7	CK	Bacteria_15	Bacteria_15BCK
Bacteria_15BCK8	CK	Bacteria_15	Bacteria_15BCK
Bacteria_15BCK9	CK	Bacteria_15	Bacteria_15BCK
Bacteria_15BTR1	TR	Bacteria_15	Bacteria_15BTR
Bacteria_15BTR2	TR	Bacteria_15	Bacteria_15BTR
Bacteria_15BTR3	TR	Bacteria_15	Bacteria_15BTR
Bacteria_15BTR4	TR	Bacteria_15	Bacteria_15BTR
Bacteria_15BTR5	TR	Bacteria_15	Bacteria_15BTR
Bacteria_15BTR6	TR	Bacteria_15	Bacteria_15BTR
Bacteria_15BTR7	TR	Bacteria_15	Bacteria_15BTR
Bacteria_15BTR8	TR	Bacteria_15	Bacteria_15BTR
Bacteria_15BTR9	TR	Bacteria_15	Bacteria_15BTR
Bacteria_15CCK1	CK	Bacteria_15	Bacteria_15CCK
Bacteria_15CCK2	CK	Bacteria_15	Bacteria_15CCK
Bacteria_15CCK3	CK	Bacteria_15	Bacteria_15CCK
Bacteria_15CCK4	CK	Bacteria_15	Bacteria_15CCK
Bacteria_15CCK5	CK	Bacteria_15	Bacteria_15CCK
Bacteria_15CCK6	CK	Bacteria_15	Bacteria_15CCK
Bacteria_15CCK7	CK	Bacteria_15	Bacteria_15CCK
Bacteria_15CCK8	CK	Bacteria_15	Bacteria_15CCK
Bacteria_15CCK9	CK	Bacteria_15	Bacteria_15CCK
Bacteria_15CTR1	TR	Bacteria_15	Bacteria_15CTR
Bacteria_15CTR2	TR	Bacteria_15	Bacteria_15CTR
Bacteria_15CTR3	TR	Bacteria_15	Bacteria_15CTR
Bacteria_15CTR4	TR	Bacteria_15	Bacteria_15CTR
Bacteria_15CTR5	TR	Bacteria_15	Bacteria_15CTR
Bacteria_15CTR6	TR	Bacteria_15	Bacteria_15CTR
Bacteria_15CTR7	TR	Bacteria_15	Bacteria_15CTR
Bacteria_15CTR8	TR	Bacteria_15	Bacteria_15CTR
Bacteria_15CTR9	TR	Bacteria_15	Bacteria_15CTR
Bacteria_15DCK1	CK	Bacteria_15	Bacteria_15DCK
Bacteria_15DCK2	CK	Bacteria_15	Bacteria_15DCK
Bacteria_15DCK3	CK	Bacteria_15	Bacteria_15DCK
Bacteria_15DCK4	CK	Bacteria_15	Bacteria_15DCK
Bacteria_15DCK5	CK	Bacteria_15	Bacteria_15DCK
Bacteria_15DCK6	CK	Bacteria_15	Bacteria_15DCK
Bacteria_15DCK7	CK	Bacteria_15	Bacteria_15DCK
Bacteria_15DCK8	CK	Bacteria_15	Bacteria_15DCK
Bacteria_15DCK9	CK	Bacteria_15	Bacteria_15DCK
Bacteria_15DTR1	TR	Bacteria_15	Bacteria_15DTR
Bacteria_15DTR2	TR	Bacteria_15	Bacteria_15DTR
Bacteria_15DTR3	TR	Bacteria_15	Bacteria_15DTR
Bacteria_15DTR4	TR	Bacteria_15	Bacteria_15DTR
Bacteria_15DTR5	TR	Bacteria_15	Bacteria_15DTR
Bacteria_15DTR6	TR	Bacteria_15	Bacteria_15DTR
Bacteria_15DTR7	TR	Bacteria_15	Bacteria_15DTR
Bacteria_15DTR8	TR	Bacteria_15	Bacteria_15DTR
Bacteria_15DTR9	TR	Bacteria_15	Bacteria_15DTR
Bacteria_17ABTR1	TR	Bacteria_17	Bacteria_17ABTR
Bacteria_17ABTR2	TR	Bacteria_17	Bacteria_17ABTR
Bacteria_17ABTR3	TR	Bacteria_17	Bacteria_17ABTR
Bacteria_17ACK1	CK	Bacteria_17	Bacteria_17ACK
Bacteria_17ACK2	CK	Bacteria_17	Bacteria_17ACK
Bacteria_17ACK3	CK	Bacteria_17	Bacteria_17ACK
Bacteria_17BCK1	CK	Bacteria_17	Bacteria_17BCK
Bacteria_17BCK2	CK	Bacteria_17	Bacteria_17BCK
Bacteria_17BCK3	CK	Bacteria_17	Bacteria_17BCK
Bacteria_37ACK1	CK	Bacteria_37	Bacteria_37ACK
Bacteria_37ACK2	CK	Bacteria_37	Bacteria_37ACK
Bacteria_37ACK3	CK	Bacteria_37	Bacteria_37ACK
Bacteria_37ATR1	TR	Bacteria_37	Bacteria_37ATR
Bacteria_37ATR2	TR	Bacteria_37	Bacteria_37ATR
Bacteria_37ATR3	TR	Bacteria_37	Bacteria_37ATR
Bacteria_37ATR4	TR	Bacteria_37	Bacteria_37ATR
Bacteria_37ATR5	TR	Bacteria_37	Bacteria_37ATR
Bacteria_37ATR6	TR	Bacteria_37	Bacteria_37ATR
Bacteria_37ATR7	TR	Bacteria_37	Bacteria_37ATR
Bacteria_37ATR8	TR	Bacteria_37	Bacteria_37ATR
Bacteria_37ATR9	TR	Bacteria_37	Bacteria_37ATR
Bacteria_37BCK1	CK	Bacteria_37	Bacteria_37BCK
Bacteria_37BCK2	CK	Bacteria_37	Bacteria_37BCK
Bacteria_37BCK3	CK	Bacteria_37	Bacteria_37BCK
Bacteria_37BTR1	TR	Bacteria_37	Bacteria_37BTR
Bacteria_37BTR2	TR	Bacteria_37	Bacteria_37BTR
Bacteria_37BTR3	TR	Bacteria_37	Bacteria_37BTR
Bacteria_37BTR4	TR	Bacteria_37	Bacteria_37BTR
Bacteria_37BTR5	TR	Bacteria_37	Bacteria_37BTR
Bacteria_37BTR6	TR	Bacteria_37	Bacteria_37BTR
Bacteria_37BTR7	TR	Bacteria_37	Bacteria_37BTR
Bacteria_37BTR8	TR	Bacteria_37	Bacteria_37BTR
Bacteria_37BTR9	TR	Bacteria_37	Bacteria_37BTR
Bacteria_38ACK1	CK	Bacteria_38	Bacteria_38ACK
Bacteria_38ACK2	CK	Bacteria_38	Bacteria_38ACK
Bacteria_38ACK3	CK	Bacteria_38	Bacteria_38ACK
Bacteria_38ATR1	TR	Bacteria_38	Bacteria_38ATR
Bacteria_38ATR2	TR	Bacteria_38	Bacteria_38ATR
Bacteria_38ATR3	TR	Bacteria_38	Bacteria_38ATR
Bacteria_38BCK1	CK	Bacteria_38	Bacteria_38BCK
Bacteria_38BCK2	CK	Bacteria_38	Bacteria_38BCK
Bacteria_38BCK3	CK	Bacteria_38	Bacteria_38BCK
Bacteria_38BTR1	TR	Bacteria_38	Bacteria_38BTR
Bacteria_38BTR2	TR	Bacteria_38	Bacteria_38BTR
Bacteria_38BTR3	TR	Bacteria_38	Bacteria_38BTR
Bacteria_39ABCCK1	CK	Bacteria_39	Bacteria_39ABCCK
Bacteria_39ABCCK2	CK	Bacteria_39	Bacteria_39ABCCK
Bacteria_39ABCCK3	CK	Bacteria_39	Bacteria_39ABCCK
Bacteria_39ABCCK4	CK	Bacteria_39	Bacteria_39ABCCK
Bacteria_39ABCCK5	CK	Bacteria_39	Bacteria_39ABCCK
Bacteria_39ABCCK6	CK	Bacteria_39	Bacteria_39ABCCK
Bacteria_39ABCCK7	CK	Bacteria_39	Bacteria_39ABCCK
Bacteria_39ABCCK8	CK	Bacteria_39	Bacteria_39ABCCK
Bacteria_39ATR1	TR	Bacteria_39	Bacteria_39ATR
Bacteria_39ATR2	TR	Bacteria_39	Bacteria_39ATR
Bacteria_39ATR3	TR	Bacteria_39	Bacteria_39ATR
Bacteria_39ATR4	TR	Bacteria_39	Bacteria_39ATR
Bacteria_39ATR5	TR	Bacteria_39	Bacteria_39ATR
Bacteria_39ATR6	TR	Bacteria_39	Bacteria_39ATR
Bacteria_39ATR7	TR	Bacteria_39	Bacteria_39ATR
Bacteria_39ATR8	TR	Bacteria_39	Bacteria_39ATR
Bacteria_39BTR1	TR	Bacteria_39	Bacteria_39BTR
Bacteria_39BTR2	TR	Bacteria_39	Bacteria_39BTR
Bacteria_39BTR3	TR	Bacteria_39	Bacteria_39BTR
Bacteria_39BTR4	TR	Bacteria_39	Bacteria_39BTR
Bacteria_39BTR5	TR	Bacteria_39	Bacteria_39BTR
Bacteria_39BTR6	TR	Bacteria_39	Bacteria_39BTR
Bacteria_39BTR7	TR	Bacteria_39	Bacteria_39BTR
Bacteria_39BTR8	TR	Bacteria_39	Bacteria_39BTR
Bacteria_39CTR1	TR	Bacteria_39	Bacteria_39CTR
Bacteria_39CTR2	TR	Bacteria_39	Bacteria_39CTR
Bacteria_39CTR3	TR	Bacteria_39	Bacteria_39CTR
Bacteria_39CTR4	TR	Bacteria_39	Bacteria_39CTR
Bacteria_39CTR5	TR	Bacteria_39	Bacteria_39CTR
Bacteria_39CTR6	TR	Bacteria_39	Bacteria_39CTR
Bacteria_39CTR7	TR	Bacteria_39	Bacteria_39CTR
Bacteria_39CTR8	TR	Bacteria_39	Bacteria_39CTR
Bacteria_54ACK1	CK	Bacteria_54	Bacteria_54ACK
Bacteria_54ACK2	CK	Bacteria_54	Bacteria_54ACK
Bacteria_54ACK3	CK	Bacteria_54	Bacteria_54ACK
Bacteria_54ACK4	CK	Bacteria_54	Bacteria_54ACK
Bacteria_54ACK5	CK	Bacteria_54	Bacteria_54ACK
Bacteria_54ACK6	CK	Bacteria_54	Bacteria_54ACK
Bacteria_54ATR1	TR	Bacteria_54	Bacteria_54ATR
Bacteria_54ATR2	TR	Bacteria_54	Bacteria_54ATR
Bacteria_54ATR3	TR	Bacteria_54	Bacteria_54ATR
Bacteria_54ATR4	TR	Bacteria_54	Bacteria_54ATR
Bacteria_54ATR5	TR	Bacteria_54	Bacteria_54ATR
Bacteria_54ATR6	TR	Bacteria_54	Bacteria_54ATR
Bacteria_57ACK1	CK	Bacteria_57	Bacteria_57ACK
Bacteria_57ACK2	CK	Bacteria_57	Bacteria_57ACK
Bacteria_57ACK3	CK	Bacteria_57	Bacteria_57ACK
Bacteria_57ACK4	CK	Bacteria_57	Bacteria_57ACK
Bacteria_57ACK5	CK	Bacteria_57	Bacteria_57ACK
Bacteria_57ATR1	TR	Bacteria_57	Bacteria_57ATR
Bacteria_57ATR2	TR	Bacteria_57	Bacteria_57ATR
Bacteria_57ATR3	TR	Bacteria_57	Bacteria_57ATR
Bacteria_57ATR4	TR	Bacteria_57	Bacteria_57ATR
Bacteria_57ATR5	TR	Bacteria_57	Bacteria_57ATR
Bacteria_57BCK1	CK	Bacteria_57	Bacteria_57BCK
Bacteria_57BCK2	CK	Bacteria_57	Bacteria_57BCK
Bacteria_57BCK3	CK	Bacteria_57	Bacteria_57BCK
Bacteria_57BCK4	CK	Bacteria_57	Bacteria_57BCK
Bacteria_57BCK5	CK	Bacteria_57	Bacteria_57BCK
Bacteria_57BTR1	TR	Bacteria_57	Bacteria_57BTR
Bacteria_57BTR2	TR	Bacteria_57	Bacteria_57BTR
Bacteria_57BTR3	TR	Bacteria_57	Bacteria_57BTR
Bacteria_57BTR4	TR	Bacteria_57	Bacteria_57BTR
Bacteria_57BTR5	TR	Bacteria_57	Bacteria_57BTR
Bacteria_57CCK1	CK	Bacteria_57	Bacteria_57CCK
Bacteria_57CCK2	CK	Bacteria_57	Bacteria_57CCK
Bacteria_57CCK3	CK	Bacteria_57	Bacteria_57CCK
Bacteria_57CCK4	CK	Bacteria_57	Bacteria_57CCK
Bacteria_57CCK5	CK	Bacteria_57	Bacteria_57CCK
Bacteria_57CTR1	TR	Bacteria_57	Bacteria_57CTR
Bacteria_57CTR2	TR	Bacteria_57	Bacteria_57CTR
Bacteria_57CTR3	TR	Bacteria_57	Bacteria_57CTR
Bacteria_57CTR4	TR	Bacteria_57	Bacteria_57CTR
Bacteria_57CTR5	TR	Bacteria_57	Bacteria_57CTR
Bacteria_57DCK1	CK	Bacteria_57	Bacteria_57DCK
Bacteria_57DCK2	CK	Bacteria_57	Bacteria_57DCK
Bacteria_57DCK3	CK	Bacteria_57	Bacteria_57DCK
Bacteria_57DCK4	CK	Bacteria_57	Bacteria_57DCK
Bacteria_57DCK5	CK	Bacteria_57	Bacteria_57DCK
Bacteria_57DTR1	TR	Bacteria_57	Bacteria_57DTR
Bacteria_57DTR2	TR	Bacteria_57	Bacteria_57DTR
Bacteria_57DTR3	TR	Bacteria_57	Bacteria_57DTR
Bacteria_57DTR4	TR	Bacteria_57	Bacteria_57DTR
Bacteria_57DTR5	TR	Bacteria_57	Bacteria_57DTR
Bacteria_57ECK1	CK	Bacteria_57	Bacteria_57ECK
Bacteria_57ECK2	CK	Bacteria_57	Bacteria_57ECK
Bacteria_57ECK3	CK	Bacteria_57	Bacteria_57ECK
Bacteria_57ECK4	CK	Bacteria_57	Bacteria_57ECK
Bacteria_57ECK5	CK	Bacteria_57	Bacteria_57ECK
Bacteria_57ETR1	TR	Bacteria_57	Bacteria_57ETR
Bacteria_57ETR2	TR	Bacteria_57	Bacteria_57ETR
Bacteria_57ETR3	TR	Bacteria_57	Bacteria_57ETR
Bacteria_57ETR4	TR	Bacteria_57	Bacteria_57ETR
Bacteria_57ETR5	TR	Bacteria_57	Bacteria_57ETR
Bacteria_57FCK1	CK	Bacteria_57	Bacteria_57FCK
Bacteria_57FCK2	CK	Bacteria_57	Bacteria_57FCK
Bacteria_57FCK3	CK	Bacteria_57	Bacteria_57FCK
Bacteria_57FCK4	CK	Bacteria_57	Bacteria_57FCK
Bacteria_57FCK5	CK	Bacteria_57	Bacteria_57FCK
Bacteria_57FTR1	TR	Bacteria_57	Bacteria_57FTR
Bacteria_57FTR2	TR	Bacteria_57	Bacteria_57FTR
Bacteria_57FTR3	TR	Bacteria_57	Bacteria_57FTR
Bacteria_57FTR4	TR	Bacteria_57	Bacteria_57FTR
Bacteria_57FTR5	TR	Bacteria_57	Bacteria_57FTR
Bacteria_57GCK1	CK	Bacteria_57	Bacteria_57GCK
Bacteria_57GCK2	CK	Bacteria_57	Bacteria_57GCK
Bacteria_57GCK3	CK	Bacteria_57	Bacteria_57GCK
Bacteria_57GCK4	CK	Bacteria_57	Bacteria_57GCK
Bacteria_57GCK5	CK	Bacteria_57	Bacteria_57GCK
Bacteria_57GTR1	TR	Bacteria_57	Bacteria_57GTR
Bacteria_57GTR2	TR	Bacteria_57	Bacteria_57GTR
Bacteria_57GTR3	TR	Bacteria_57	Bacteria_57GTR
Bacteria_57GTR4	TR	Bacteria_57	Bacteria_57GTR
Bacteria_57GTR5	TR	Bacteria_57	Bacteria_57GTR
Bacteria_57HCK1	CK	Bacteria_57	Bacteria_57HCK
Bacteria_57HCK2	CK	Bacteria_57	Bacteria_57HCK
Bacteria_57HCK3	CK	Bacteria_57	Bacteria_57HCK
Bacteria_57HCK4	CK	Bacteria_57	Bacteria_57HCK
Bacteria_57HCK5	CK	Bacteria_57	Bacteria_57HCK
Bacteria_57HTR1	TR	Bacteria_57	Bacteria_57HTR
Bacteria_57HTR2	TR	Bacteria_57	Bacteria_57HTR
Bacteria_57HTR3	TR	Bacteria_57	Bacteria_57HTR
Bacteria_57HTR4	TR	Bacteria_57	Bacteria_57HTR
Bacteria_57HTR5	TR	Bacteria_57	Bacteria_57HTR
Bacteria_58ACK1	CK	Bacteria_58	Bacteria_58ACK
Bacteria_58ACK2	CK	Bacteria_58	Bacteria_58ACK
Bacteria_58ACK3	CK	Bacteria_58	Bacteria_58ACK
Bacteria_58ATR1	TR	Bacteria_58	Bacteria_58ATR
Bacteria_58ATR2	TR	Bacteria_58	Bacteria_58ATR
Bacteria_58ATR3	TR	Bacteria_58	Bacteria_58ATR
Bacteria_59ACK1	CK	Bacteria_59	Bacteria_59ACK
Bacteria_59ACK2	CK	Bacteria_59	Bacteria_59ACK
Bacteria_59ACK3	CK	Bacteria_59	Bacteria_59ACK
Bacteria_59ATR1	TR	Bacteria_59	Bacteria_59ATR
Bacteria_59ATR2	TR	Bacteria_59	Bacteria_59ATR
Bacteria_59ATR3	TR	Bacteria_59	Bacteria_59ATR
Bacteria_63ACK1	CK	Bacteria_63	Bacteria_63ACK
Bacteria_63ACK2	CK	Bacteria_63	Bacteria_63ACK
Bacteria_63ACK3	CK	Bacteria_63	Bacteria_63ACK
Bacteria_63ACK4	CK	Bacteria_63	Bacteria_63ACK
Bacteria_63ACK5	CK	Bacteria_63	Bacteria_63ACK
Bacteria_63ATR1	TR	Bacteria_63	Bacteria_63ATR
Bacteria_63ATR2	TR	Bacteria_63	Bacteria_63ATR
Bacteria_63ATR3	TR	Bacteria_63	Bacteria_63ATR
Bacteria_63ATR4	TR	Bacteria_63	Bacteria_63ATR
Bacteria_63ATR5	TR	Bacteria_63	Bacteria_63ATR
Bacteria_63BCK1	CK	Bacteria_63	Bacteria_63BCK
Bacteria_63BCK2	CK	Bacteria_63	Bacteria_63BCK
Bacteria_63BCK3	CK	Bacteria_63	Bacteria_63BCK
Bacteria_63BCK4	CK	Bacteria_63	Bacteria_63BCK
